#hg19_chr	hg19_start	hg19_end	# Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene Symbols	Gene Name	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
7	113726381	114333826	chr7	114086326	114693771	7q31	7q31.1	605317	FOXP2, SPCH1, TNRC10, CAGH44	Forkhead box P2	FOXP2	93986	ENSG00000128573		Speech-language disorder-1, 602081 (3), Autosomal dominant	
7	116165062	116201238	chr7	116525008	116561184	7q31.1	7q31.2	601047	CAV1, BSCL3, CGL3, PPH3, LCCNS	Caveolin-1	CAV1	857	ENSG00000105974	mutation identified in 1 CGL3 family	Lipodystrophy, familial partial, type 7, 606721 (3), Autosomal dominant; ?Lipodystrophy, congenital generalized, type 3, 612526 (3), Autosomal recessive; Pulmonary hypertension, primary, 3, 615343 (3), Autosomal dominant	Cav1 (MGI:102709)
7	116312249	116438439	chr7	116672195	116798385	7q31	7q31.2	164860	MET, DFNB97, OSFD	Oncogene MET	MET	4233	ENSG00000105976	mutation identified in 1 DFNB97 family	{Osteofibrous dysplasia, susceptibility to}, 607278 (3), Autosomal dominant; Hepatocellular carcinoma, childhood type, somatic, 114550 (3); ?Deafness, autosomal recessive 97, 616705 (3), Autosomal recessive; Renal cell carcinoma, papillary, 1, familial and somatic, 605074 (3)	Met (MGI:96969)
7	117120078	117308718	chr7	117480024	117668664	7q31.2	7q31.2	602421	CFTR, ABCC7, CF, MRP7	Cystic fibrosis transmembrane conductance regulator (ATP-binding cassette, subfamily C, member 7)	CFTR	1080	ENSG00000001626	distal and 5' to MET	{Bronchiectasis with or without elevated sweat chloride 1, modifier of}, 211400 (3), Autosomal dominant; Sweat chloride elevation without CF (3); {Hypertrypsinemia, neonatal} (3); Cystic fibrosis, 219700 (3), Autosomal recessive; Congenital bilateral absence of vas deferens, 277180 (3), Autosomal recessive; {Pancreatitis, hereditary}, 167800 (3), Autosomal dominant	Cftr (MGI:88388)
7	120427373	120498390	chr7	120787319	120858336	7q31	7q31.31	613138	TSPAN12, NET2, EVR5	Tetraspanin 12	TSPAN12	23554	ENSG00000106025		Exudative vitreoretinopathy 5, 613310 (3), Autosomal dominant	Tspan12 (MGI:1889818)
7	121713597	121784322	chr7	122073543	122144268	7q31.3	7q31.32	605113	AASS	Alpha-aminoadipic semialdehyde synthase	AASS	10157	ENSG00000008311		Hyperlysinemia, 238700 (3), Autosomal recessive	Aass (MGI:1353573)
7	121940992	121951908	chr7	122300938	122311854	7q31.32	7q31.32	613301	FEZF1, FEZ, ZNF312B, HH22	FEZ family zinc finger protein 1	FEZF1	389549	ENSG00000128610		Hypogonadotropic hypogonadism 22, with or without anosmia, 616030 (3), Autosomal recessive	Fezf1 (MGI:1920441)
7	122634757	122635753	chr7	122994703	122995699	7q31	7q31.32	604867	TAS2R16, T2R16, BGLPT	Taste receptor type 2, member 16	TAS2R16	50833	ENSG00000128519		[Beta-glycopyranoside tasting], (3) {Alcohol dependence, susceptibility to}, 617956 (3), Autosomal dominant	Tas2r118 (MGI:2681247)
7	124462439	124570036	chr7	124822385	124929982	7q31.33	7q31.33	606478	POT1, CMM10, GLM9	Protection of telomeres 1	POT1	25913	ENSG00000128513		{Glioma susceptibility 9}, 616568 (3), Autosomal dominant; {Melanoma, cutaneous malignant, susceptibility to, 10}, 615848 (3), Autosomal dominant	Pot1a (MGI:2141503)
7	127250345	127258195	chr7	127610291	127618141	7q32	7q32.1	167413	PAX4, MODY9, KPD	Paired box homeotic gene-4	PAX4	5078	ENSG00000106331		Maturity-onset diabetes of the young, type IX, 612225 (3); Diabetes mellitus, type 2, 125853 (3), Autosomal dominant; {Diabetes mellitus, ketosis-prone, susceptibility to}, 612227 (3), Autosomal dominant, Autosomal recessive	Pax4 (MGI:97488)
7	127881253	127897681	chr7	128241200	128257628	7q31.3	7q32.1	164160	LEP, OB, LEPD	Leptin (murine obesity homolog)	LEP	3952	ENSG00000174697	in mouse cen-Cola-2-Met-ob-Cpa-Tcrb-tel	Obesity, morbid, due to leptin deficiency, 614962 (3), Autosomal recessive	Lep (MGI:104663)
7	127937737	127983968	chr7	128297684	128343914	7q32.1	7q32.1	612074	RBM28, ANES	RNA-binding motif protein 28	RBM28	55131	ENSG00000106344	mutation identified in 1 ANES family	?Alopecia, neurologic defects, and endocrinopathy syndrome, 612079 (3), Autosomal recessive	Rbm28 (MGI:2655711)
7	128032330	128050042	chr7	128392276	128409988	7q31.3-q32	7q32.1	146690	IMPDH1, RP10, LCA11	Inosine-5'-monophosphate dehydrogenase, type I	IMPDH1	3614	ENSG00000106348	pseudogene on 16p13.13	Leber congenital amaurosis 11, 613837 (3), Autosomal dominant; Retinitis pigmentosa 10, 180105 (3), Autosomal dominant	Impdh1 (MGI:96567)
7	128470459	128499325	chr7	128830405	128859271	7q32	7q32.1	102565	FLNC, FLN2, ABPA, ABPL, MFM5, MPD4, CMH26, RCM5	Filamin C (actin-binding protein-280)	FLNC	2318	ENSG00000128591		Cardiomyopathy, familial hypertrophic, 26, 617047 (3), Autosomal dominant; Myopathy, myofibrillar, 5, 609524 (3), Autosomal dominant; Cardiomyopathy, familial restrictive 5, 617047 (3), Autosomal dominant; Myopathy, distal, 4, 614065 (3), Autosomal dominant	Flnc (MGI:95557)
7	128577085	128590095	chr7	128937031	128950041	7q32	7q32.1	607218	IRF5, IBD14, SLEB10	Interferon regulatory factor 5	IRF5	3663	ENSG00000128604		{Systemic lupus erythematosus, susceptibility to, 10}, 612251 (3); {Inflammatory bowel disease 14}, 612245 (3)	Irf5 (MGI:1350924)
7	128594238	128695164	chr7	128954184	129055110	7q32.1	7q32.1	610032	TNPO3, TRNSR, LGMDD2	Transportin 3	TNPO3	23534	ENSG00000064419		Muscular dystrophy, limb-girdle, autosomal dominant 2, 608423 (3), Autosomal dominant	Tnpo3 (MGI:1196412)
7	128828473	128853388	chr7	129188632	129213547	7q31-q32	7q32.1	601500	SMOH, SMO, CRJS	Smoothened, frizzled class receptor	SMO	6608	ENSG00000128602		Curry-Jones syndrome, somatic mosaic, 601707 (3); Basal cell carcinoma, somatic, 605462 (3)	Smo (MGI:108075)
7	129414531	129414608	chr7	129774691	129774768	7q32.2	7q32.2	611606	MIR96, MIRN96, DFNA50	Micro RNA 96	MIR96	407053	ENSG00000199158		Deafness, autosomal dominant 50, 613074 (3), Autosomal dominant	
7	130033611	130081050	chr7	130393770	130441209	7q32	7q32.2	610523	CEP41, TSGA14, JBTS15	Centrosomal protein, 41kD	CEP41	95681	ENSG00000106477		Joubert syndrome 15, 614464 (3), Autosomal recessive	Cep41 (MGI:1891414)
7	134331530	134364567	chr7	134646778	134679815	7q31-q34	7q33	613896	BPGM, ECYT8	2,3-bisphosphoglycerate mutase	BPGM	669	ENSG00000172331		Erythrocytosis, familial, 8, 222800 (3), Autosomal recessive	Bpgm (MGI:1098242)
7	135242664	135333500	chr7	135557916	135648752	7q33	7q33	614352	NUP205, C7orf14, KIAA0225, NPHS13	Nucleoporin, 205kD	NUP205	23165	ENSG00000155561	mutation identified in 1 NPHS13 family	?Nephrotic syndrome, type 13, 616893 (3)	Nup205 (MGI:2141625)
7	137761204	137803050	chr7	138076458	138118304	7q32-q33	7q33	604741	AKR1D1, SRD5B1, CBAS2	Bile acid synthesis defect, congenital, 2	AKR1D1	6718	ENSG00000122787		Bile acid synthesis defect, congenital, 2, 235555 (3), Autosomal recessive	Akr1d1 (MGI:2384785)
7	138391038	138484583	chr7	138706293	138799838	7q33-q34	7q34	605239	ATP6V0A4, ATP6N1B, VPP2, RTA1C, RTADR	ATPase, H+ transporting, V0 subunit a4	ATP6V0A4	50617	ENSG00000105929		Renal tubular acidosis, distal, autosomal recessive, 602722 (3)	Atp6v0a4 (MGI:2153480)
7	138516121	138666371	chr7	138831376	138981625	7q34	7q34	613344	KIAA1549, RP86	KIAA1549 gene	KIAA1549	57670	ENSG00000122778		Retinitis pigmentosa 86, 618613 (3), Autosomal recessive	D630045J12Rik (MGI:2669829)
7	139478040	139720120	chr7	139778241	140020320	7q34	7q34	274180	TBXAS1, GHOSAL, CYP5	Thromboxane A synthase 1, platelet	TBXAS1	6916	ENSG00000059377		Ghosal hematodiaphyseal syndrome, 231095 (3), Autosomal recessive	Tbxas1 (MGI:98497)
7	140413127	140624728	chr7	140713327	140924928	7q34	7q34	164757	BRAF, NS7	B-Raf proto-oncogene, serine/threonine kinase	BRAF	673	ENSG00000157764	pseudogene BRAF2 on Xq13 or 7q	Nonsmall cell lung cancer, somatic (3); Melanoma, malignant, somatic (3); Noonan syndrome 7, 613706 (3), Autosomal dominant; Cardiofaciocutaneous syndrome, 115150 (3), Autosomal dominant; Colorectal cancer, somatic (3); Adenocarcinoma of lung, somatic, 211980 (3); LEOPARD syndrome 3, 613707 (3), Autosomal dominant	Braf (MGI:88190)
7	141251209	141361952	chr7	141551409	141662152	7q34	7q34	610345	AGK, MULK, MTDPS10, CATC5, CTRCT38	Acylglycerol kinase	AGK	55750	ENSG00000006530		Sengers syndrome, 212350 (3), Autosomal recessive; Cataract 38, autosomal recessive, 614691 (3), Autosomal recessive	Agk (MGI:1917173)
7	141408152	141431070	chr7	141708352	141731270	7q34	7q34	614084	WEE2, WEE1B, OOMD5	Wee1, S. pombe, homolog of, 2	WEE2	494551	ENSG00000214102		Oocyte maturation defect 5, 617996 (3), Autosomal recessive	Wee2 (MGI:3027899)
7	141672430	141673572	chr7	141972630	141973772	7q34	7q34	607751	TAS2R38, T2R61, PTC, THIOT	Taste receptor, type 2, member 38	TAS2R38	5726	ENSG00000257138		[Phenylthiocarbamide tasting], 171200 (3), Autosomal dominant	Tas2r138 (MGI:2681306)
7	142448081	142460926	chr7	142740234	142753075	7q35	7q34	276000	PRSS1, TRY1	Protease, serine, 1 (trypsin 1)	PRSS1	5644	ENSG00000204983	8 trypsinogen genes embedded in TCRB locus	Pancreatitis, hereditary, 167800 (3), Autosomal dominant	Try10 (MGI:3687012)
7	142568960	142583489	chr7	142871207	142885744	7q33-q34	7q34	606680	TRPV6, ECAC2, CAT1, CATL, HRPTTN	Transient receptor potential cation channel, subfamily V, member 6	TRPV6	55503	ENSG00000165125		Hyperparathyroidism, transient neonatal, 618188 (3), Autosomal recessive	Trpv6 (MGI:1927259)
7	142638200	142659449	chr7	142941113	142962362	7q33	7q34	613883	KEL	Kell blood group	KEL	3792	ENSG00000197993		[Blood group, Kell], 110900 (3)	Kel (MGI:1346053)
7	143013203	143049175	chr7	143316110	143352082	7q35	7q34	118425	CLCN1	Chloride channel-1, skeletal muscle	CLCN1	1180	ENSG00000188037		Myotonia congenita, dominant, 160800 (3), Autosomal dominant; Myotonia levior, recessive (3); Myotonia congenita, recessive, 255700 (3), Autosomal recessive	Clcn1 (MGI:88417)
7	144093897	144107514	chr7	144396804	144410421	7q35	7q35	610934	NOBOX, POF5	NOBOX oogenesis homeobox	NOBOX	135935	ENSG00000106410		Premature ovarian failure 5, 611548 (3), Autosomal dominant	Nobox (MGI:108011)
7	144149033	144533516	chr7	144451940	144836423	7q34	7q35	606370	TPK1, THMD5	Thiamine pyrophosphokinase	TPK1	27010	ENSG00000196511		Thiamine metabolism dysfunction syndrome 5 (episodic encephalopathy type), 614458 (3), Autosomal recessive	Tpk1 (MGI:1352500)
7	145813298	148118089	chr7	146116206	148420997	7q35-q36	7q35-q36	604569	CNTNAP2, CASPR2, NRXN4, CDFE, AUTS15, PTHSL1	Contactin-associated protein-like 2	CNTNAP2	26047	ENSG00000174469		{Autism susceptibility 15}, 612100 (3); Pitt-Hopkins like syndrome 1, 610042 (3), Autosomal recessive; Cortical dysplasia-focal epilepsy syndrome, 610042 (3), Autosomal recessive	Cntnap2 (MGI:1914047)
7	148504465	148581435	chr7	148807373	148884343	7q35	7q36.1	601573	EZH2, EZH1, WVS	Enhancer of zeste, Drosophila, homolog of, 2	EZH2	2146	ENSG00000106462	pseudogene on 21q22	Weaver syndrome, 277590 (3), Autosomal dominant	Ezh2 (MGI:107940)
7	150642043	150675408	chr7	150944955	150978320	7q35-q36	7q36.1	152427	KCNH2, LQT2, HERG, SQT1	Potassium voltage-gated channel, subfamily H, member 2 (human ether-a-go-go-related gene)	KCNH2	3757	ENSG00000055118		{Long QT syndrome 2, acquired, susceptibility to}, 613688 (3), Autosomal dominant; Long QT syndrome 2, 613688 (3), Autosomal dominant; Short QT syndrome 1, 609620 (3)	Kcnh2 (MGI:1341722)
7	150688104	150711675	chr7	150991016	151014587	7q36	7q36.1	163729	NOS3	Nitric oxide synthase 3, endothelial cell	NOS3	4846	ENSG00000164867		{Coronary artery spasm 1, susceptibility to} (3); {Alzheimer disease, late-onset, susceptibility to}, 104300 (3), Autosomal dominant; {Hypertension, susceptibility to}, 145500 (3), Multifactorial; {Placental abruption} (3); {Ischemic stroke, susceptibility to}, 601367 (3), Multifactorial; {Hypertension, pregnancy-induced}, 189800 (3), Autosomal dominant	Nos3 (MGI:97362)
7	150750901	150754983	chr7	151053814	151057896	7q36	7q36.1	123831	CDK5, LIS7	Cyclin-dependent kinase 5	CDK5	1020	ENSG00000164885	mutation identified in 1 LIS7 family	?Lissencephaly 7 with cerebellar hypoplasia, 616342 (3), Autosomal recessive	Cdk5 (MGI:101765)
7	150872784	150884878	chr7	151175697	151187791	7q36.1	7q36.1	615054	ASB10, GLC1F	Ankyrin repeat- and SOCS box-containing protein 10	ASB10	136371	ENSG00000146926		Glaucoma 1, open angle, F, 603383 (3)	Asb10 (MGI:2152836)
7	151253199	151574199	chr7	151556113	151877114	7q36	7q36.1	602743	PRKAG2, WPWS, CMH6	Protein kinase, AMP-activated, noncatalytic, gamma-2	PRKAG2	51422	ENSG00000106617		Glycogen storage disease of heart, lethal congenital, 261740 (3), Autosomal dominant; Wolff-Parkinson-White syndrome, 194200 (3), Autosomal dominant; Cardiomyopathy, hypertrophic 6, 600858 (3), Autosomal dominant	Prkag2 (MGI:1336153)
7	151832009	152133726	chr7	152134924	152436641	7q36	7q36.1	606833	KMT2C, MLL3, KIAA1506, KLEFS2	Lysine (K)-specific methyltransferase 2C	KMT2C	58508	ENSG00000055609		Kleefstra syndrome 2, 617768 (3), Autosomal dominant	Kmt2c (MGI:2444959)
7	152341860	152373225	chr7	152644775	152676140	7q36.1	7q36.1	600375	XRCC2, FANCU	X-ray repair, complementing defective, repair in Chinese hamster cells-2	XRCC2	7516	ENSG00000196584	mutation identified in 1 FANCU patient	?Fanconi anemia, complementation group U, 617247 (3), Autosomal recessive	Xrcc2 (MGI:1927345)
7	153445217	154685994	chr7	153748132	154894284	7q36.2	7q36.2	126141	DPP6, VF2, MRD33	Dipeptidylpeptidase VI	DPP6	1804	ENSG00000130226		Mental retardation, autosomal dominant 33, 616311 (3); {Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3), Autosomal dominant	Dpp6 (MGI:94921)
7	155592673	155605156	chr7	155799979	155812462	7q36	7q36.3	600725	SHH, HPE3, HLP3, SMMCI, MCOPCB5	Sonic hedgehog signaling molecule	SHH	6469	ENSG00000164690	separate from TPT1	Schizencephaly, 269160 (3); Microphthalmia with coloboma 5, 611638 (3), Autosomal dominant; Single median maxillary central incisor, 147250 (3), Autosomal dominant; Holoprosencephaly 3, 142945 (3), Autosomal dominant	Shh (MGI:98297)
7	156461705	156685901	chr7	156669011	156893207	7q36	7q36.3	605522	LMBR1, ACHP, C7orf2, PPD2, THYP, LSS	Limb region 1, mouse, homolog of	LMBR1	64327	ENSG00000105983		Triphalangeal thumb-polysyndactyly syndrome, 174500 (3), Autosomal dominant; Syndactyly, type IV, 186200 (3), Autosomal dominant; Triphalangeal thumb, type I, 174500 (3), Autosomal dominant; Acheiropody, 200500 (3), Autosomal recessive; Laurin-Sandrow syndrome, 135750 (3), Autosomal dominant; Hypoplastic or aplastic tibia with polydactyly, 188740 (3), Autosomal dominant; Polydactyly, preaxial type II, 174500 (3), Autosomal dominant	Lmbr1 (MGI:1861746)
7	156797546	156803356	chr7	157004852	157010662	7q36	7q36.3	142994	MNX1, HLXB9, HOXHB9, SCRA1	Motor neuron and pancreas homeobox 1	MNX1	3110	ENSG00000130675		Currarino syndrome, 176450 (3), Autosomal dominant	Mnx1 (MGI:109160)
7	157129697	157210132	chr7	157337003	157417438	7q36.3	7q36.3	611332	DNAJB6, MRJ, DJ4, LGMDD1	DNAJ/HSP40 homolog, subfamily B, member 6	DNAJB6	10049	ENSG00000105993		Muscular dystrophy, limb-girdle, autosomal dominant 1, 603511 (3), Autosomal dominant	Dnajb6 (MGI:1344381)
7	158423860	158497506	chr7	158631168	158704815	7q36.3	7q36.3	608532	NCAPG2, CAPG2, MTB, 3KS	Non-SMC condensin II complex subunit G2	NCAPG2	54892	ENSG00000146918		Khan-Khan-Katsanis syndrome, 618460 (3), Autosomal recessive	Ncapg2 (MGI:1923294)
7	158631935	158751385	chr7	158839244	158958694	7q36.3	7q36.3	615462	WDR60, SRTD8, SRPS6	WD repeat containing protein 60	DYNC2I1	55112	ENSG00000126870		Short-rib thoracic dysplasia 8 with or without polydactyly, 615503 (3), Autosomal recessive	Wdr60 (MGI:2445085)
8	1703943	1734735	chr8	1755777	1786569	8p23	8p23.3	607837	CLN8, EPMR	CLN8 gene	CLN8	2055	ENSG00000182372		Ceroid lipofuscinosis, neuronal, 8, 600143 (3), Autosomal recessive; Ceroid lipofuscinosis, neuronal, 8, Northern epilepsy variant, 610003 (3), Autosomal recessive	Cln8 (MGI:1349447)
8	1772091	1906806	chr8	1823925	1958640	8p23	8p23.3	608136	ARHGEF10, KIAA0294, SNCV	Rho guanine nucleotide exchange factor 10	ARHGEF10	9639	ENSG00000104728	mutation identified in 1 SNCV family	?Slowed nerve conduction velocity, AD, 608236 (3), Autosomal dominant	Arhgef10 (MGI:2444453)
8	6264112	6506028	chr8	6406591	6648507	8p23	8p23.1	607117	MCPH1	Microcephalin	MCPH1	79648	ENSG00000147316	genetic heterogeneity	Microcephaly 1, primary, autosomal recessive, 251200 (3), Autosomal recessive	Mcph1 (MGI:2443308)
8	8640863	8751139	chr8	8783353	8893629	8p23.1	8p23.1	605352	MFHAS1, MASL1	Malignant fibrous histiocytoma-amplified sequences with leucine-rich tandem repeats-1	MFHAS1	9258	ENSG00000147324		Malignant fibrous histiocytoma, 605352 (2)	Mfhas1 (MGI:1098644)
8	10463858	10512652	chr8	10606348	10655142	8p23	8p23.1	608581	RP1L1, OCMD, RP88	RP1-like protein 1	RP1L1	94137	ENSG00000183638		Retinitis pigmentosa 88, 618826 (3), Autosomal recessive; Occult macular dystrophy, 613587 (3), Autosomal dominant	Rp1l1 (MGI:2384303)
8	11351499	11422107	chr8	11493990	11564598	8p23-p22	8p23.1	191305	BLK, MODY11	BLK protooncogene, SRC family tyrosinase kinase	BLK	640	ENSG00000136573		Maturity-onset diabetes of the young, type 11, 613375 (3), Autosomal dominant	Blk (MGI:88169)
8	11534439	11617510	chr8	11676930	11760001	8p23.1-p22	8p23.1	600576	GATA4, ASD2, VSD1, TACHD, TOF	GATA-binding protein-4	GATA4	2626	ENSG00000136574	mutations identified in 1 TACHD family	?Testicular anomalies with or without congenital heart disease, 615542 (3), Autosomal dominant; Tetralogy of Fallot, 187500 (3), Autosomal dominant; Atrioventricular septal defect 4, 614430 (3), Autosomal dominant; Atrial septal defect 2, 607941 (3), Autosomal dominant; Ventricular septal defect 1, 614429 (3), Autosomal dominant	Gata4 (MGI:95664)
8	11653081	11696817	chr8	11795572	11839308	8p23.1-p22	8p23.1	184420	FDFT1, DGPT, SQSD	Farnesyl-diphosphate farnesyltransferase 1 (squalene synthase)	FDFT1	2222	ENSG00000079459		Squalene synthase deficiency, 618156 (3), Autosomal recessive	Fdft1 (MGI:102706)
8	11700032	11725626	chr8	11842523	11868117	8p22	8p23.1	116810	CTSB, CPSB, RECEUP	Cathepsin B (regulatory element, cis-acting, enhancer upstream of CTSB, included)	CTSB	1508	ENSG00000164733	KWE due to duplication upstream of CTSB that disrupts a cis-acting regulatory element	Keratolytic winter erythema, 148370 (4), Autosomal dominant	Ctsb (MGI:88561)
8	12940869	13462128	chr8	13083360	13604619	8p22-p21.3	8p22	604258	DLC1	DLC1 Rho GTPase activating protein	DLC1	10395	ENSG00000164741		Colorectal cancer, somatic, 114500 (3)	Dlc1 (MGI:1354949)
8	15397595	15624157	chr8	15540086	15766648	8p22	8p22	601385	TUSC3, M33, D8S1992, MRT7, MRT22	Tumor suppressor candidate 3	TUSC3	7991	ENSG00000104723		Mental retardation, autosomal recessive 7, 611093 (3), Autosomal recessive	Tusc3 (MGI:1933134)
8	15965386	16050299	chr8	16107877	16192790	8p22	8p22	153622	MSR1, SCARA1, SRA	Macrophage scavenger receptor	MSR1	4481	ENSG00000038945	~11cM distal to LPL	Barrett esophagus/esophageal adenocarcinoma, 614266 (3)	Msr1 (MGI:98257)
8	16849689	16859853	chr8	16992180	17002344	8p22-p21.3	8p22	605558	FGF20, RHDA2	Fibroblast growth factor-20	FGF20	26281	ENSG00000078579	mutation identified in 1 RHDA2 family	?Renal hypodysplasia/aplasia 2, 615721 (3), Autosomal recessive	Fgf20 (MGI:1891346)
8	17104400	17190963	chr8	17246891	17333454	8p23-p21	8p22	609927	VPS37A, HCRP1, SPG53	VPS37A subunit of ESCRIT-I	VPS37A	137492	ENSG00000155975		Spastic paraplegia 53, autosomal recessive, 614898 (3), Autosomal recessive	Vps37a (MGI:1261835)
8	17433941	17500652	chr8	17576432	17643143	8p22-p21.3	8p22	604584	PDGFRL, PDGRL, PRLTS	Platelet-derived growth factor receptor-like	PDGFRL	5157	ENSG00000104213		Hepatocellular cancer, somatic, 114550 (3); Colorectal cancer, somatic, 114500 (3)	Pdgfrl (MGI:1916047)
8	17913500	17942469	chr8	18055991	18084960	8p22-p21.3	8p22	613468	ASAH1, AC, SMAPME	N-acylsphingosine amidohydrolase (acid ceramidase) 1	ASAH1	427	ENSG00000104763		Farber lipogranulomatosis, 228000 (3), Autosomal recessive; Spinal muscular atrophy with progressive myoclonic epilepsy, 159950 (3), Autosomal recessive	Asah1 (MGI:1277124)
8	18244094	18258728	chr8	18386584	18401218	8p23.1-p21.3	8p22	612182	NAT2, AAC2	Arylamine N-acetyltransferase-2	NAT2	10	ENSG00000156006	acetylation polymorphism	[Acetylation, slow], 243400 (3), Autosomal recessive	Nat1 (MGI:97279)
8	19261671	19615539	chr8	19404160	19758028	8p21.3	8p21.3	616615	CSGALNACT1, SDJLABA	Chondroitin sulfate N-acetylgalactosaminyltransferase 1	CSGALNACT1	55790	ENSG00000147408		Skeletal dysplasia, mild, with joint laxity and advanced bone age, 618870 (3), Autosomal recessive	Csgalnact1 (MGI:2442354)
8	19796763	19824769	chr8	19939252	19967258	8p22	8p21.3	609708	LPL, LIPD, HDLCQ11	Lipoprotein lipase	LPL	4023	ENSG00000175445		Lipoprotein lipase deficiency, 238600 (3), Autosomal recessive; [High density lipoprotein cholesterol level QTL 11], 238600 (3), Autosomal recessive; Combined hyperlipidemia, familial, 144250 (3), Autosomal dominant	Lpl (MGI:96820)
8	20054885	20084362	chr8	20197374	20226851	8p21.3	8p21.3	606939	ATP6V1B2, ATP6B2, VPP3, DOOD, ZLS2	ATPase, H+ transporting, V1 subunit B2	ATP6V1B2	526	ENSG00000147416		Zimmermann-Laband syndrome 2, 616455 (3), Autosomal dominant; Deafness, congenital, with onychodystrophy, autosomal dominant, 124480 (3), Autosomal dominant	Atp6v1b2 (MGI:109618)
8	20103675	20161473	chr8	20246164	20303962	8p22	8p21.3	606551	LZTS1, F37, FEZ1	Leucine zipper, putative tumor suppressor 1	LZTS1	11178	ENSG00000061337		Esophageal squamous cell carcinoma, somatic, 133239 (3)	Lzts1 (MGI:2684762)
8	21897218	21906319	chr8	22039707	22048808	8p21.3	8p21.3	603725	FGF17, HH20	Fibroblast growth factor 17	FGF17	8822	ENSG00000158815		Hypogonadotropic hypogonadism 20 with or without anosmia, 615270 (3), Autosomal dominant	Fgf17 (MGI:1202401)
8	21971931	21990896	chr8	22114418	22133383	8p21.2	8p21.3	602302	HR, AU, MUHH1, HYPT4	HR lysine demethylase and nuclear receptor corepressor	HR	55806	ENSG00000168453		Hypotrichosis 4, 146550 (3), Autosomal dominant; Alopecia universalis, 203655 (3), Autosomal recessive; Atrichia with papular lesions, 209500 (3), Autosomal recessive	Hr (MGI:96223)
8	22019245	22021991	chr8	22161732	22164478	8p21	8p21.3	178620	SFTPC, SFTP2, SMDP2	Surfactant, pulmonary-associated protein C (pulmonary surfactant apoprotein-2, SP-C)	SFTPC	6440	ENSG00000168484		Surfactant metabolism dysfunction, pulmonary, 2, 610913 (3), Autosomal dominant	Sftpc (MGI:109517)
8	22022884	22069838	chr8	22165371	22212325	8p21	8p21.3	112264	BMP1, OI13	Bone morphogenetic protein-1	BMP1	649	ENSG00000168487	1kb 3' to SFTP2	Osteogenesis imperfecta, type XIII, 614856 (3), Autosomal recessive	Bmp1 (MGI:88176)
8	22224790	22291641	chr8	22367277	22434128	8p21.3	8p21.3	608736	SLC39A14, ZIP14, KIAA0062, HMNDYT2, HCIN	Solute carrier family 39 (zinc transporter), member 14	SLC39A14	23516	ENSG00000104635	mutation identified in 1 HCTN family	?Hyperostosis cranalis interna, 144755 (3), Autosomal dominant; Hypermanganesemia with dystonia 2, 617013 (3), Autosomal recessive	Slc39a14 (MGI:2384851)
8	22844763	22877711	chr8	22987250	23020198	8p21.2	8p21.3	607352	RHOBTB2, DBC2, KIAA0717, EIEE64	Rho-related BTB domain-containing protein 2	RHOBTB2	23221	ENSG00000008853		Epileptic encephalopathy, early infantile, 64, 618004 (3), Autosomal dominant	Rhobtb2 (MGI:2180557)
8	22877645	22926543	chr8	23020132	23069030	8p22-p21	8p21.3	603612	TNFRSF10B, DR5, TRAILR2	Tumor necrosis factor receptor superfamily, member 10B	TNFRSF10B	8795	ENSG00000120889		Squamous cell carcinoma, head and neck, 275355 (3), Autosomal recessive	
8	23559963	23564110	chr8	23702450	23706597	8p21	8p21.2	611770	NKX2-6, CSX2, CTHM	NK2, Drosophila, homolog of, 6	NKX2-6	137814	ENSG00000180053		Persistent truncus arteriosus, 217095 (3); Conotruncal heart malformations, 217095 (3)	Nkx2-6 (MGI:97351)
8	24808467	24814125	chr8	24950954	24956611	8p21	8p21.2	162280	NEFL, CMT2E, CMT1F, CMTDIG	Neurofilament, light polypeptide	NEFL	4747	ENSG00000277586		Charcot-Marie-Tooth disease, type 1F, 607734 (3), Autosomal dominant, Autosomal recessive; Charcot-Marie-Tooth disease, dominant intermediate G, 617882 (3), Autosomal dominant; Charcot-Marie-Tooth disease, type 2E, 607684 (3), Autosomal dominant	Nefl (MGI:97313)
8	25276773	25282555	chr8	25419257	25425039	8p21-p11.2	8p21.2	152760	GNRH1, LNRH, HH12	Gonadotropin-releasing hormone-1 (luteinizing-releasing hormone)	GNRH1	2796	ENSG00000147437	mutation identified in 1 HH12 family	?Hypogonadotropic hypogonadism 12 with or without anosmia, 614841 (3), Autosomal recessive	Gnrh1 (MGI:95789)
8	27317272	27336801	chr8	27459755	27479284	8p21	8p21.2	118502	CHRNA2	Cholinergic receptor, nicotinic, alpha polypeptide-2	CHRNA2	1135	ENSG00000120903		Epilepsy, nocturnal frontal lobe, type 4, 610353 (3), Autosomal dominant	Chrna2 (MGI:87886)
8	27348659	27455075	chr8	27491142	27597558	8p21-p12	8p21.2-p21.1	132811	EPHX2	Epoxide hydrolase 2, cytoplasmic	EPHX2	2053	ENSG00000120915		{Hypercholesterolemia, familial, due to LDLR defect, modifier of}, 143890 (3), Autosomal dominant	Ephx2 (MGI:99500)
